"BuySellIndicator","TransactionType","Sender","Receiver","SendersRef","Function","TradeRef","PreviousRef","TradeDate","SettlementDate","DealCcy","DealPrice","SGXSecurityCode","ISIN","SecurityDescription","Quantity","BuyerSeller","ClientAccount","CDPSafeKeepingAccount","PlaceofTrade","PlaceofSettlement","SettlementCcy","SettlementAmt","AccruedInterestCcy","AccruedInterestAmt","Blocktrade","PaymentIndicator","LocalorForeignIndicator","StatusID","Status","PSMSMatchedReference","TransferType","flag","NotReported","Rate","Price","DaName","CDPAccountName","Location","SettlementValue_BaseCurrency","SettlementValue_SGD","NewFee","OldFee","FeeGain"
"B","FDVP",282,557,"N019736988-1","NEWM","19736988",NA,20160518,20160523,"USD",6.11,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",1100,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",6725.84,"",NA,"N","","",15,"SETTLED","C16K200522333703","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",6725.84,9293.42942,0,33,-33
"B","FDVP",282,551,"N019736991-1","NEWM","19736991",NA,20160518,20160523,"USD",54.61,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",200,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",10923.99,"",NA,"N","","",15,"SETTLED","C16K200522333857","TRAD","Off-Exchange",NA,1.41265,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",10923.99,15431.7744735,0,33,-33
"B","FDVP",282,551,"N019736991-1","NEWM","19736991",NA,20160518,20160523,"USD",54.61,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",200,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",10923.99,"",NA,"N","","",15,"SETTLED","C16K200522333857","TRAD","Off-Exchange",NA,1.38175,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",10923.99,15094.2231825,0,33,-33
"B","FDVP",282,701,"N019736992-1","NEWM","19736992",NA,20160518,20160523,"SGD",0.56,"1J94","SG1J94892465","UMS HOLDINGS LIMITED",55100,"CVGXUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",31117.22,"",NA,"N","","",15,"SETTLED","C16K200522333585","TRAD","Off-Exchange",NA,1,0.565,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",31117.22,31117.22,0,33,-33
"S","FDVP",282,659,"N019736993-1","NEWM","19736993",NA,20160518,20160523,"SGD",2.98,"1J27","SG1J27887962","CAPITALAND LIMITED",6000,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",17888.05,"",NA,"N","","",15,"SETTLED","C16K200522336962","TRAD","Off-Exchange",NA,1,2.99,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",17888.05,17888.05,0,33,-33
"B","FDVP",282,590,"N019737002-1","NEWM","19737002",NA,20160518,20160523,"SGD",3.87,"1T75","SG1T75931496","SINGTEL",5000,"UBSSCHZH","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",19335.97,"",NA,"N","","",15,"SETTLED","C16K200522333427","TRAD","Off-Exchange",NA,1,3.84,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",19335.97,19335.97,0,33,-33
"S","FDVP",282,551,"N019737003-1","NEWM","19737003",NA,20160518,20160523,"SGD",32.68,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",14200,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",464116.84,"",NA,"N","","",15,"SETTLED","C16K200522333841","TRAD","Off-Exchange",NA,1,32.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",464116.84,464116.84,0,33,-33
"B","FDVP",282,551,"N019737008-1","NEWM","19737008",NA,20160518,20160523,"SGD",1.39,"1P32","SG1P32918333","CAPITALAND COMMERCIAL TRUST",29800,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",41553.33,"",NA,"N","","",15,"SETTLED","C16K200522333429","TRAD","Off-Exchange",NA,1,1.38,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",41553.33,41553.33,0,33,-33
"S","FDVP",282,659,"N019737011-1","NEWM","19737011",NA,20160518,20160523,"SGD",17.86,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",500,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",8929.02,"",NA,"N","","",15,"SETTLED","C16K200522338751","TRAD","Off-Exchange",NA,1,17.94,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",8929.02,8929.02,0,33,-33
"B","FDVP",282,659,"N019737013-1","NEWM","19737013",NA,20160518,20160523,"SGD",1.66,"1H97","SG1H97877952","SEMBCORP MARINE LTD",50000,"BARCSGSW","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",83197.96,"",NA,"N","","",15,"SETTLED","C16K200522333430","TRAD","Off-Exchange",NA,1,1.59,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",83197.96,83197.96,0,33,-33
"B","FDVP",282,557,"N019737016-1","NEWM","19737016",NA,20160518,20160523,"SGD",4.41,"1I52","SG1I52882764","SATS LTD.",30100,"DEUTGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",132684.53,"",NA,"N","","",15,"SETTLED","C16K200522333594","TRAD","Off-Exchange",NA,1,4.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",132684.53,132684.53,0,33,-33
"B","FDVP",282,562,"N019737019-1","NEWM","19737019",NA,20160518,20160523,"SGD",2.75,"1N31","SG1N31909426","COMFORTDELGRO CORPORATION LTD",75800,"CHASGB2L","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",208298.87,"",NA,"N","","",15,"SETTLED","C16K200522333705","TRAD","Off-Exchange",NA,1,2.75,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",208298.87,208298.87,0,33,-33
"S","FDVP",282,551,"N019737020-1","NEWM","19737020",NA,20160518,20160523,"SGD",2.07,"1M51","SG1M51904654","CAPITALAND MALL TRUST",209400,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",432490.03,"",NA,"N","","",15,"SETTLED","C16K200522334384","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",432490.03,432490.03,0,33,-33
"B","FDVP",282,659,"N019737021-1","NEWM","19737021",NA,20160518,20160523,"SGD",0.62,"1BI7","SG1BI7000000","SIIC ENVIRONMENT HOLDINGS LTD.",197600,"GSILGB2X","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",122442.93,"",NA,"N","","",15,"SETTLED","C16K200522342560","TRAD","Off-Exchange",NA,1,0.625,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",122442.93,122442.93,0,33,-33
"B","FDVP",282,634,"N019737024-1","NEWM","19737024",NA,20160518,20160523,"SGD",5.36,"1U68","SG1U68934629","KEPPEL CORPORATION LIMITED",61500,"OCBCSGSG","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",329433.98,"",NA,"N","","",15,"SETTLED","C16K200522345402","TRAD","Off-Exchange",NA,1,5.36,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",329433.98,329433.98,0,33,-33
"S","FDVP",282,551,"N019737025-1","NEWM","19737025",NA,20160518,20160523,"SGD",3.85,"1T75","SG1T75931496","SINGTEL",30800,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",118630.4,"",NA,"N","","",15,"SETTLED","C16K200522334388","TRAD","Off-Exchange",NA,1,3.84,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",118630.4,118630.4,0,33,-33
"B","FDVP",282,278,"N019737035-1","NEWM","19737035",NA,20160518,20160523,"SGD",1.61,"2C32","SG2C32962814","MAPLETREE INDUSTRIAL TRUST",101100,"MLILGB4LKSI","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",163174.45,"",NA,"N","","",15,"SETTLED","C16K200522334195","TRAD","Off-Exchange",NA,1,1.615,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",163174.45,163174.45,0,33,-33
"B","FDVP",282,551,"N019737036-1","NEWM","19737036",NA,20160518,20160523,"SGD",0.08,"1O34","SG1O34912152","EZRA HOLDINGS LIMITED",14700,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",1160.8,"",NA,"N","","",15,"SETTLED","C16K200522334421","TRAD","Off-Exchange",NA,1,0.074,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",1160.8,1160.8,0,33,-33
"B","FDVP",282,659,"N019737039-1","NEWM","19737039",NA,20160518,20160523,"SGD",17.89,"1M31","SG1M31001969","UNITED OVERSEAS BANK LIMITED",500,"BLTRGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",8945.97,"",NA,"N","","",15,"SETTLED","C16K200522339038","TRAD","Off-Exchange",NA,1,17.94,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",8945.97,8945.97,0,33,-33
"S","FDVP",282,557,"N019737044-1","NEWM","19737044",NA,20160518,20160523,"SGD",0.08,"1O34","SG1O34912152","EZRA HOLDINGS LIMITED",400,"DEUTGB22PBR","SG0000071763","2821-1671-1371","XSES","CDPLSGSG","SGD",31.61,"",NA,"N","","",15,"SETTLED","C16K200522334455","TRAD","Off-Exchange",NA,1,0.074,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",31.61,31.61,78,33,45
"B","FDVP",282,551,"N019737046-1","NEWM","19737046",NA,20160518,20160523,"SGD",2.06,"1M51","SG1M51904654","CAPITALAND MALL TRUST",302100,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",623812.96,"",NA,"N","","",15,"SETTLED","C16K200522334549","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",623812.96,623812.96,0,33,-33
"S","FDVP",282,557,"N019737054-1","NEWM","19737054",NA,20160518,20160523,"SGD",2.07,"1M51","SG1M51904654","CAPITALAND MALL TRUST",87800,"DEUTGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",181726.62,"",NA,"N","","",15,"SETTLED","C16K200522334533","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",181726.62,181726.62,0,33,-33
"S","FDVP",282,551,"N019737059-1","NEWM","19737059",NA,20160518,20160523,"SGD",0.37,"1W57","MU0117U00026","GOLDEN AGRI-RESOURCES LTD",1400,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",511.22,"",NA,"N","","",15,"SETTLED","C16K200522334395","TRAD","Off-Exchange",NA,1,0.36,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",511.22,511.22,0,33,-33
"S","FDVP",282,551,"N019737061-1","NEWM","19737061",NA,20160518,20160523,"SGD",0.08,"1O34","SG1O34912152","EZRA HOLDINGS LIMITED",7800,"UBSWGB2LPBS","SG0000071763","2821-1671-1371","XSES","CDPLSGSG","SGD",616.46,"",NA,"N","","",15,"SETTLED","C16K200522334385","TRAD","Off-Exchange",NA,1,0.074,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",616.46,616.46,78,33,45
"B","FDVP",282,557,"N019737065-1","NEWM","19737065",NA,20160518,20160523,"SGD",8.26,"1R89","SG1R89002252","CITY DEVELOPMENTS LIMITED",700,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",5785.28,"",NA,"N","","",15,"SETTLED","C16K200522334422","TRAD","Off-Exchange",NA,1,8.18,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",5785.28,5785.28,0,33,-33
"S","FDVP",282,557,"N019737076-1","NEWM","19737076",NA,20160518,20160523,"SGD",15.12,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",3100,"DEUTGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",46883.86,"",NA,"N","","",15,"SETTLED","C16K200522334532","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",46883.86,46883.86,0,33,-33
"B","FDVP",282,557,"N019737098-1","NEWM","19737098",NA,20160518,20160523,"SGD",15.1,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",400,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",6040.08,"",NA,"N","","",15,"SETTLED","C16K200522334035","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",6040.08,6040.08,0,33,-33
"S","FDVP",282,557,"N019737105-1","NEWM","19737105",NA,20160518,20160523,"SGD",15.12,"1L01","SG1L01001701","DBS GROUP HOLDINGS LTD",3100,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",46860.59,"",NA,"N","","",15,"SETTLED","C16K200522335117","TRAD","Off-Exchange",NA,1,15.13,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",46860.59,46860.59,0,33,-33
"B","FDVP",282,557,"N019737108-1","NEWM","19737108",NA,20160518,20160523,"SGD",32.76,"1B51","SG1B51001017","JARDINE CYCLE & CARRIAGE LTD",200,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",6551.23,"",NA,"N","","",15,"SETTLED","C16K200522334352","TRAD","Off-Exchange",NA,1,32.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",6551.23,6551.23,0,33,-33
"S","FDVP",282,557,"N019737109-1","NEWM","19737109",NA,20160518,20160523,"SGD",2.07,"1M51","SG1M51904654","CAPITALAND MALL TRUST",5700,"DEUTGB22PBR","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",11772.65,"",NA,"N","","",15,"SETTLED","C16K200522333964","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",11772.65,11772.65,0,33,-33
"S","FDVP",282,557,"N019737111-1","NEWM","19737111",NA,20160518,20160523,"SGD",3.85,"1T75","SG1T75931496","SINGTEL",42300,"DEUTGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",162924.22,"",NA,"N","","",15,"SETTLED","C16K200522334216","TRAD","Off-Exchange",NA,1,3.84,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",162924.22,162924.22,0,33,-33
"B","FDVP",282,590,"N019737404-1","NEWM","19737404",NA,20160518,20160523,"SGD",2.47,"1V52","SG1V52937132","PARKWAYLIFE REIT",94500,"HSBCHKHH","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",233600.12,"",NA,"N","","",15,"SETTLED","C16K200522334917","TRAD","Off-Exchange",NA,1,2.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",233600.12,233600.12,0,33,-33
"B","FDVP",282,659,"N019737453-1","NEWM","19737453",NA,20160518,20160523,"SGD",1.01,"2P22","SG2P22002535","CHINA MERCHANTS HLDGS(PACIFIC)",48000,"CSFBGB2L","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",48356.98,"",NA,"N","","",15,"SETTLED","C16K200522340328","TRAD","Off-Exchange",NA,1,1.005,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",48356.98,48356.98,0,33,-33
"S","FDVP",282,590,"N019737467-1","NEWM","19737467",NA,20160518,20160523,"USD",6.12,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",850000,"MIDLGB22","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",5201120.99,"",NA,"N","","",15,"SETTLED","C16K200522335123","TRAD","Off-Exchange",NA,1.41265,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",5201120.99,7347363.5665235,0,33,-33
"S","FDVP",282,590,"N019737467-1","NEWM","19737467",NA,20160518,20160523,"USD",6.12,"1R02","BMG4587L1090","HONGKONG LAND HOLDINGS LIMITED",850000,"MIDLGB22","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",5201120.99,"",NA,"N","","",15,"SETTLED","C16K200522335123","TRAD","Off-Exchange",NA,1.38175,6.08,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",5201120.99,7186648.9279325,0,33,-33
"S","FDVP",659,659,"N019737469-1","NEWM","19737469",NA,20160518,20160523,"SGD",0.56,"2F77","SG2F77993036","ASIAN PAY TELEVISION TRUST",10700,"CSFBHKHX","SG0000055741","6591-1825-0891","OTCO","CDPLSGSG","SGD",6041.22,"",NA,"N","","",15,"SETTLED","C16K200522340887","TRAD","Off-Exchange",NA,1,0.565,"Raffles Nominees (Pte) Limited","SCB-BCSL-CAYMAN CLTS-SG55741","CAYMAN IS.",6041.22,6041.22,0,33,-33
"S","FDVP",282,551,"N019737470-1","NEWM","19737470",NA,20160518,20160523,"USD",54.22,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",7700,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",417507.47,"",NA,"N","","",15,"SETTLED","C16K200522334613","TRAD","Off-Exchange",NA,1.41265,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",417507.47,589791.9274955,0,33,-33
"S","FDVP",282,551,"N019737470-1","NEWM","19737470",NA,20160518,20160523,"USD",54.22,"1A18","BMG507361001","JARDINE MATHESON HLDGS LTD",7700,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","USD",417507.47,"",NA,"N","","",15,"SETTLED","C16K200522334613","TRAD","Off-Exchange",NA,1.38175,53.67,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",417507.47,576890.9466725,0,33,-33
"B","FDVP",282,590,"N019737472-1","NEWM","19737472",NA,20160518,20160523,"SGD",1.17,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",104400,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",122479.81,"",NA,"N","","",15,"SETTLED","C16K200522335223","TRAD","Off-Exchange",NA,1,1.185,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",122479.81,122479.81,0,33,-33
"B","FDVP",282,561,"N019737475-1","NEWM","19737475",NA,20160518,20160523,"SGD",2.08,"1M51","SG1M51904654","CAPITALAND MALL TRUST",43400,"RTBSGB2L","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",90170.44,"",NA,"N","","",15,"SETTLED","C16K200522334732","TRAD","Off-Exchange",NA,1,2.05,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",90170.44,90170.44,0,33,-33
"S","FDVP",282,551,"N019737479-1","NEWM","19737479",NA,20160518,20160523,"SGD",1.89,"2C26","SG2C26962630","GLOBAL LOGISTIC PROP LIMITED",461600,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",873026.96,"",NA,"N","","",15,"SETTLED","C16K200522334673","TRAD","Off-Exchange",NA,1,1.825,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",873026.96,873026.96,0,33,-33
"B","FDVP",282,561,"N019737481-1","NEWM","19737481",NA,20160518,20160523,"SGD",3.46,"1V12","SG1V12936232","STARHUB LTD",39400,"RTBSGB2L","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",136170.63,"",NA,"N","","",15,"SETTLED","C16K200522335061","TRAD","Off-Exchange",NA,1,3.45,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",136170.63,136170.63,0,33,-33
"B","FDVP",282,590,"N019737487-1","NEWM","19737487",NA,20160518,20160523,"SGD",1.17,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",39200,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",45988.58,"",NA,"N","","",15,"SETTLED","C16K200522334931","TRAD","Off-Exchange",NA,1,1.185,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",45988.58,45988.58,0,33,-33
"S","FDVP",282,590,"N019737488-1","NEWM","19737488",NA,20160518,20160523,"SGD",1.62,"1H97","SG1H97877952","SEMBCORP MARINE LTD",35000,"HSBCHKHI","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",56824.82,"",NA,"N","","",15,"SETTLED","C16K200522334902","TRAD","Off-Exchange",NA,1,1.59,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",56824.82,56824.82,0,33,-33
"S","FDVP",282,551,"N019737493-1","NEWM","19737493",NA,20160518,20160523,"SGD",3.87,"1T75","SG1T75931496","SINGTEL",16100,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",62341.27,"",NA,"N","","",15,"SETTLED","C16K200522334648","TRAD","Off-Exchange",NA,1,3.84,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",62341.27,62341.27,0,33,-33
"B","FDVP",282,561,"N019737496-1","NEWM","19737496",NA,20160518,20160523,"SGD",0.82,"2F73","SG2F73992297","CROESUS RETAIL TRUST",350700,"IRVTBEBB","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",288599.29,"",NA,"N","","",15,"SETTLED","C16K200522335068","TRAD","Off-Exchange",NA,1,0.82,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",288599.29,288599.29,0,33,-33
"S","FDVP",282,590,"N019737502-1","NEWM","19737502",NA,20160518,20160523,"SGD",1.62,"1H97","SG1H97877952","SEMBCORP MARINE LTD",520000,"HSBCHKHI","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",844254.34,"",NA,"N","","",15,"SETTLED","C16K200522334777","TRAD","Off-Exchange",NA,1,1.59,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",844254.34,844254.34,0,33,-33
"S","FDVP",282,659,"N019737504-1","NEWM","19737504",NA,20160518,20160523,"SGD",1.38,"1T66","SG1T66931158","CDL HOSPITALITY TRUSTS",5e+05,"GOLDUS33","SG0000071700","2821-1671-1147","OTCO","CDPLSGSG","SGD",690608.07,"",NA,"N","","",15,"SETTLED","C16K200522344920","TRAD","Off-Exchange",NA,1,1.38,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC PTE  MSCO-FIRM AC","UNITED STATES",690608.07,690608.07,0,33,-33
"B","FDVP",282,590,"N019737508-1","NEWM","19737508",NA,20160518,20160523,"SGD",1.17,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",4200,"BBHCUS33","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",4927.35,"",NA,"N","","",15,"SETTLED","C16K200522335072","TRAD","Off-Exchange",NA,1,1.185,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",4927.35,4927.35,0,33,-33
"S","FDVP",282,690,"N019737510-1","NEWM","19737510",NA,20160518,20160523,"SGD",2.32,"1M77","SG1M77906915","ASCENDAS REAL ESTATE INV TRUST",98300,"IRVTBEBB","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",228181.43,"",NA,"N","","",15,"SETTLED","C16K200522334846","TRAD","Off-Exchange",NA,1,2.31,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",228181.43,228181.43,0,33,-33
"B","FDVP",282,562,"N019737511-1","NEWM","19737511",NA,20160518,20160523,"SGD",1.17,"1T57","SG1T57930854","YANLORD LAND GROUP LIMITED",6800,"CHASGB2L","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",7977.62,"",NA,"N","","",15,"SETTLED","C16K200522334608","TRAD","Off-Exchange",NA,1,1.185,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",7977.62,7977.62,0,33,-33
"S","FDVP",282,551,"N019737517-1","NEWM","19737517",NA,20160518,20160523,"SGD",8.18,"1R89","SG1R89002252","CITY DEVELOPMENTS LIMITED",900,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",7366.04,"",NA,"N","","",15,"SETTLED","C16K200522335056","TRAD","Off-Exchange",NA,1,8.18,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",7366.04,7366.04,0,33,-33
"S","FDVP",282,551,"N019737518-1","NEWM","19737518",NA,20160518,20160523,"SGD",3.19,"1F60","SG1F60858221","SINGAPORE TECH ENGINEERING LTD",5600,"SBOSUS3C","SG0000071763","2821-1671-1371","OTCO","CDPLSGSG","SGD",17873.83,"",NA,"N","","",15,"SETTLED","C16K200522334615","TRAD","Off-Exchange",NA,1,3.16,"Morgan Stanley Asia (Singapore) Securities Pte Ltd","SEC P MSIP-FIRM AC","UNITED KINGDOM",17873.83,17873.83,0,33,-33
